ROWID,COMPID,SUB,LEAD01,LEAD02,LEAD03,LEAD04,LEAD05,LEAD06,LEAD07,LEAD08,LEAD09,LEAD10,LEAD11,TSIG01,TSIG02,TSIG03,HOSTIL01,HOSTIL02,HOSTIL03,HOSTIL04,HOSTIL05,LEAD,TSIG,HOSTILE,GLEAD,GTSIG,GHOSTILE
1247,33,1247,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,4,4,4,1,1.363636364,1.333333333,3.4,2.695395514,2.83982684,1.12987013
1248,33,1248,1,2,1,1,1,3,1,2,1,1,1,1,3,3,0,0,4,4,0,1.363636364,2.333333333,1.6,2.695395514,2.83982684,1.12987013
1249,33,1249,1,2,2,1,2,2,1,2,1,1,1,1,3,3,4,4,4,4,4,1.454545455,2.333333333,4,2.695395514,2.83982684,1.12987013
1250,33,1250,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3,1,0,0,1,3.272727273,4,1,2.695395514,2.83982684,1.12987013
1251,33,1251,3,3,1,1,1,1,1,1,1,1,1,2,4,1,0,0,0,0,0,1.363636364,2.333333333,0,2.695395514,2.83982684,1.12987013
1252,33,1252,1,4,2,1,2,4,1,4,1,4,3,3,5,4,3,4,4,4,4,2.454545455,4,3.8,2.695395514,2.83982684,1.12987013
1253,33,1253,3,4,2,1,4,5,1,4,5,4,3,1,3,2,4,4,2,0,0,3.272727273,2,2,2.695395514,2.83982684,1.12987013
1254,33,1254,3,3,3,4,3,5,1,4,2,4,3,1,1,3,1,0,0,0,0,3.181818182,1.666666667,.2,2.695395514,2.83982684,1.12987013
1255,33,1255,3,3,3,3,2,3,3,3,2,2,3,3,2,2,0,0,0,0,0,2.727272727,2.333333333,0,2.695395514,2.83982684,1.12987013
1256,33,1256,3,4,2,3,2,3,2,3,4,3,3,1,3,3,3,2,0,0,0,2.909090909,2.333333333,1,2.695395514,2.83982684,1.12987013
1257,33,1257,4,4,2,3,3,3,3,3,2,2,2,2,4,3,4,2,3,2,3,2.818181818,3,2.8,2.695395514,2.83982684,1.12987013
1258,33,1258,4,2,1,1,2,2,1,2,1,2,1,1,3,2,2,0,0,0,0,1.727272727,2,.4,2.695395514,2.83982684,1.12987013
1259,33,1259,2,2,4,2,3,4,3,4,3,4,4,4,3,2,2,1,1,2,0,3.181818182,3,1.2,2.695395514,2.83982684,1.12987013
1260,33,1260,1,2,4,1,3,3,3,3,1,1,1,1,1,1,3,0,0,0,0,2.090909091,1,.6,2.695395514,2.83982684,1.12987013
1261,33,1261,2,3,3,1,3,3,4,4,3,4,4,4,4,4,1,0,0,3,0,3.090909091,4,.8,2.695395514,2.83982684,1.12987013
1262,33,1262,3,2,4,4,4,3,4,4,4,3,4,3,3,4,2,3,2,2,3,3.545454545,3.333333333,2.4,2.695395514,2.83982684,1.12987013
1263,33,1263,2,1,1,1,3,1,2,1,1,1,1,1,1,1,4,4,4,4,4,1.363636364,1,4,2.695395514,2.83982684,1.12987013
1264,33,1264,2,2,2,1,2,3,2,1,1,1,2,2,3,3,0,0,0,0,1,1.727272727,2.666666667,.2,2.695395514,2.83982684,1.12987013
1265,33,1265,4,4,3,4,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3.272727273,3,.4,2.695395514,2.83982684,1.12987013
1266,33,1266,2,4,2,2,2,3,2,2,3,3,2,2,4,4,0,0,0,0,0,2.454545455,3.333333333,0,2.695395514,2.83982684,1.12987013
1267,33,1267,1,2,2,1,3,3,2,1,1,1,2,4,4,4,2,0,1,1,0,1.727272727,4,.8,2.695395514,2.83982684,1.12987013
1268,33,1268,4,4,2,2,2,3,1,4,3,3,3,2,4,3,0,0,0,0,0,2.818181818,3,0,2.695395514,2.83982684,1.12987013
1269,33,1269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2.695395514,2.83982684,1.12987013
1270,33,1270,4,4,2,4,4,4,3,4,3,4,4,2,4,4,1,0,2,0,0,3.636363636,3.333333333,.6,2.695395514,2.83982684,1.12987013
1271,33,1271,4,4,4,4,4,4,3,3,2,4,3,3,2,4,0,0,0,0,0,3.545454545,3,0,2.695395514,2.83982684,1.12987013
1272,33,1272,4,5,3,4,3,4,3,4,3,4,4,3,4,4,0,0,0,0,0,3.727272727,3.666666667,0,2.695395514,2.83982684,1.12987013
1273,33,1273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2.695395514,2.83982684,1.12987013
1274,33,1274,4,4,3,3,4,3,2,3,2,3,2,3,2,2,2,0,1,1,0,3,2.333333333,.8,2.695395514,2.83982684,1.12987013
1275,33,1275,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,2.695395514,2.83982684,1.12987013
1276,33,1276,1,1,1,1,1,1,2,4,1,4,1,3,3,3,2,2,0,1,2,1.636363636,3,1.4,2.695395514,2.83982684,1.12987013
1277,33,1277,3,3,3,4,3,3,2,1,4,4,4,4,2,4,0,0,0,0,0,3.090909091,3.333333333,0,2.695395514,2.83982684,1.12987013
1278,33,1278,2,3,1,1,4,4,2,2,2,2,1,2,2,3,1,0,0,0,0,2.181818182,2.333333333,.2,2.695395514,2.83982684,1.12987013
1279,33,1279,2,2,3,4,3,3,2,2,2,2,3,4,4,3,1,0,3,3,0,2.545454545,3.666666667,1.4,2.695395514,2.83982684,1.12987013
1280,33,1280,3,3,3,1,3,3,4,4,3,4,3,1,1,1,3,3,4,4,2,3.090909091,1,3.2,2.695395514,2.83982684,1.12987013
1281,33,1281,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,2.695395514,2.83982684,1.12987013
1282,33,1282,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,3,3,3,1.181818182,1,3.2,2.695395514,2.83982684,1.12987013
1283,33,1283,5,5,4,4,4,4,3,3,5,4,4,3,3,3,1,0,0,0,0,4.090909091,3,.2,2.695395514,2.83982684,1.12987013
1284,33,1284,2,2,1,1,3,4,1,1,1,1,1,2,1,2,3,2,3,4,2,1.636363636,1.666666667,2.8,2.695395514,2.83982684,1.12987013
1285,33,1285,2,2,2,1,2,2,4,3,2,2,2,2,3,4,4,1,3,2,3,2.181818182,3,2.6,2.695395514,2.83982684,1.12987013
1286,33,1286,1,1,1,1,1,3,1,2,1,1,1,4,2,3,2,0,0,0,0,1.272727273,3,.4,2.695395514,2.83982684,1.12987013
1287,33,1287,3,4,2,4,2,4,2,4,2,4,2,1,4,2,2,1,3,3,1,3,2.333333333,2,2.695395514,2.83982684,1.12987013
1288,33,1288,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,0,1.363636364,1,2,2.695395514,2.83982684,1.12987013
1289,33,1289,4,2,2,2,3,3,3,2,2,2,2,3,2,2,1,1,0,0,1,2.454545455,2.333333333,.6,2.695395514,2.83982684,1.12987013
1290,34,1290,2,4,4,5,4,4,3,2,2,2,4,3,4,4,1,0,1,1,0,3.272727273,3.666666667,.6,2.975524476,2.756410256,1.202564103
1291,34,1291,2,2,2,1,3,3,3,3,1,1,2,1,1,1,4,4,4,4,2,2.090909091,1,3.6,2.975524476,2.756410256,1.202564103
1292,34,1292,5,5,3,2,3,3,4,4,4,3,3,3,4,4,0,0,0,0,0,3.545454545,3.666666667,0,2.975524476,2.756410256,1.202564103
1293,34,1293,4,4,4,4,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,3.818181818,4,0,2.975524476,2.756410256,1.202564103
1294,34,1294,3,3,3,4,4,4,4,4,4,4,4,3,2,3,1,1,0,1,1,3.727272727,2.666666667,.8,2.975524476,2.756410256,1.202564103
1295,34,1295,2,2,3,5,4,4,4,4,4,4,4,2,1,2,0,0,0,0,0,3.636363636,1.666666667,0,2.975524476,2.756410256,1.202564103
1296,34,1296,5,5,3,3,4,5,4,4,4,4,4,4,3,4,0,0,0,0,0,4.090909091,3.666666667,0,2.975524476,2.756410256,1.202564103
1297,34,1297,3,2,3,2,2,2,2,4,2,4,3,1,1,1,1,0,0,0,0,2.636363636,1,.2,2.975524476,2.756410256,1.202564103
1298,34,1298,4,4,4,4,3,3,4,4,3,4,4,1,2,2,0,0,1,1,0,3.727272727,1.666666667,.4,2.975524476,2.756410256,1.202564103
1299,34,1299,3,4,1,2,3,3,1,2,1,1,3,1,2,2,3,2,3,3,2,2.181818182,1.666666667,2.6,2.975524476,2.756410256,1.202564103
1300,34,1300,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,0,1,0,1,4,3.666666667,.8,2.975524476,2.756410256,1.202564103
1301,34,1301,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2.909090909,3,1,2.975524476,2.756410256,1.202564103
1302,34,1302,2,2,2,2,2,2,3,2,1,1,3,3,4,3,0,0,0,0,0,2,3.333333333,0,2.975524476,2.756410256,1.202564103
1303,34,1303,2,1,3,3,4,1,4,1,2,1,2,1,1,1,1,0,0,0,0,2.181818182,1,.2,2.975524476,2.756410256,1.202564103
1304,34,1304,1,1,1,1,1,4,1,4,1,4,2,1,3,3,3,0,3,3,0,1.909090909,2.333333333,1.8,2.975524476,2.756410256,1.202564103
1305,34,1305,3,4,3,3,4,3,3,3,3,3,4,3,4,3,3,1,1,1,1,3.272727273,3.333333333,1.4,2.975524476,2.756410256,1.202564103
1306,34,1306,1,1,1,1,3,3,3,4,1,1,3,1,3,1,4,0,3,3,0,2,1.666666667,2,2.975524476,2.756410256,1.202564103
1307,34,1307,3,3,3,2,2,2,1,2,1,3,3,1,3,3,2,2,2,2,1,2.272727273,2.333333333,1.8,2.975524476,2.756410256,1.202564103
1308,34,1308,1,2,1,4,3,4,3,4,2,2,3,2,3,3,4,1,2,2,1,2.636363636,2.666666667,2,2.975524476,2.756410256,1.202564103
1309,34,1309,4,4,3,4,3,3,2,2,2,2,3,2,2,2,2,0,2,1,0,2.909090909,2,1,2.975524476,2.756410256,1.202564103
1310,34,1310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2.975524476,2.756410256,1.202564103
1311,34,1311,4,4,3,4,4,4,4,4,4,4,3,4,3,3,1,0,0,0,0,3.818181818,3.333333333,.2,2.975524476,2.756410256,1.202564103
1312,34,1312,5,5,1,1,3,2,1,1,1,1,1,4,5,1,4,2,4,4,1,2,3.333333333,3,2.975524476,2.756410256,1.202564103
1313,34,1313,1,2,1,1,1,1,1,1,1,2,1,2,3,3,3,2,3,3,2,1.181818182,2.666666667,2.6,2.975524476,2.756410256,1.202564103
1314,34,1314,4,3,4,4,4,4,5,4,5,4,5,2,5,5,1,0,0,0,0,4.181818182,4,.2,2.975524476,2.756410256,1.202564103
1315,34,1315,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,2.975524476,2.756410256,1.202564103
1316,34,1316,1,1,1,1,1,3,1,3,2,3,1,1,1,1,3,1,3,2,2,1.636363636,1,2.2,2.975524476,2.756410256,1.202564103
1317,34,1317,1,2,3,2,3,4,1,1,1,1,1,4,2,3,4,1,4,4,0,1.818181818,3,2.6,2.975524476,2.756410256,1.202564103
1318,34,1318,2,2,1,3,3,3,2,3,3,3,3,2,3,3,0,0,0,0,0,2.545454545,2.666666667,0,2.975524476,2.756410256,1.202564103
1319,34,1319,3,4,4,3,3,3,3,3,4,4,3,2,3,4,3,1,2,1,1,3.363636364,3,1.6,2.975524476,2.756410256,1.202564103
1320,34,1320,4,4,4,2,3,3,4,4,3,3,3,3,3,3,2,0,0,0,0,3.363636364,3,.4,2.975524476,2.756410256,1.202564103
1321,34,1321,3,3,1,3,3,3,3,3,2,3,3,2,3,3,3,2,4,4,3,2.727272727,2.666666667,3.2,2.975524476,2.756410256,1.202564103
1322,34,1322,4,4,4,4,3,3,4,4,4,4,1,1,1,1,4,4,4,4,4,3.545454545,1,4,2.975524476,2.756410256,1.202564103
1323,34,1323,4,4,1,1,1,4,2,4,1,2,4,2,3,2,4,2,4,4,0,2.545454545,2.333333333,2.8,2.975524476,2.756410256,1.202564103
1324,34,1324,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,2.975524476,2.756410256,1.202564103
1325,34,1325,2,1,3,4,4,3,4,3,3,3,3,1,1,3,3,2,4,4,0,3,1.666666667,2.6,2.975524476,2.756410256,1.202564103
1326,34,1326,2,2,2,1,4,4,1,1,1,1,1,4,2,1,4,0,1,0,0,1.818181818,2.333333333,1,2.975524476,2.756410256,1.202564103
1327,34,1327,5,5,1,1,5,2,3,1,1,1,1,1,1,1,4,4,4,4,4,2.363636364,1,4,2.975524476,2.756410256,1.202564103
1328,34,1328,4,4,4,4,4,4,3,4,4,4,4,3,4,4,1,0,3,2,0,3.909090909,3.666666667,1.2,2.975524476,2.756410256,1.202564103
1329,34,1329,4,4,3,3,4,4,4,4,4,4,4,3,3,3,0,0,1,1,0,3.818181818,3,.4,2.975524476,2.756410256,1.202564103
1330,34,1330,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,0,2.975524476,2.756410256,1.202564103
1331,34,1331,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,2.975524476,2.756410256,1.202564103
1332,34,1332,1,4,3,2,3,3,3,3,3,3,2,4,4,3,3,1,2,1,1,2.727272727,3.666666667,1.6,2.975524476,2.756410256,1.202564103
1333,34,1333,1,4,2,2,2,5,1,4,1,3,3,1,4,4,2,0,1,0,0,2.545454545,3,.6,2.975524476,2.756410256,1.202564103
1334,34,1334,3,4,1,1,1,5,2,3,1,1,1,1,1,1,3,1,1,1,0,2.090909091,1,1.2,2.975524476,2.756410256,1.202564103
1335,34,1335,2,2,3,4,1,1,3,4,1,1,3,1,3,3,4,1,4,4,4,2.272727273,2.333333333,3.4,2.975524476,2.756410256,1.202564103
1336,34,1336,1,1,1,1,1,1,1,4,1,1,1,1,5,1,4,4,4,4,0,1.272727273,2.333333333,3.2,2.975524476,2.756410256,1.202564103
1337,34,1337,5,4,4,5,3,4,1,5,2,5,1,1,5,5,0,0,0,0,0,3.545454545,3.666666667,0,2.975524476,2.756410256,1.202564103
1338,34,1338,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,1,1,1,1,3.909090909,4,1.2,2.975524476,2.756410256,1.202564103
1339,34,1339,2,1,2,3,3,3,1,3,3,3,3,4,3,4,1,0,0,4,0,2.454545455,3.666666667,1,2.975524476,2.756410256,1.202564103
1340,34,1340,2,2,2,4,2,2,3,3,3,4,2,2,3,4,0,0,1,0,0,2.636363636,3,.2,2.975524476,2.756410256,1.202564103
1341,34,1341,1,4,1,1,3,4,1,4,1,3,2,1,1,4,3,3,4,4,0,2.272727273,2,2.8,2.975524476,2.756410256,1.202564103
1342,34,1342,2,2,2,4,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,2.181818182,3.333333333,1,2.975524476,2.756410256,1.202564103
1343,34,1343,2,1,3,2,3,3,3,3,3,3,2,2,3,2,2,0,1,1,0,2.545454545,2.333333333,.8,2.975524476,2.756410256,1.202564103
1344,34,1344,3,3,4,4,4,5,4,4,3,4,4,4,4,4,0,0,2,0,0,3.818181818,4,.4,2.975524476,2.756410256,1.202564103
1345,34,1345,3,4,4,4,3,3,2,4,3,4,3,3,2,3,0,0,1,1,0,3.363636364,2.666666667,.4,2.975524476,2.756410256,1.202564103
1346,34,1346,1,1,1,4,3,4,3,4,2,4,2,4,4,4,0,0,0,0,0,2.636363636,4,0,2.975524476,2.756410256,1.202564103
1347,34,1347,4,4,2,2,2,4,3,4,2,4,3,4,2,2,2,2,0,3,0,3.090909091,2.666666667,1.4,2.975524476,2.756410256,1.202564103
1348,34,1348,4,5,3,3,3,3,3,3,3,3,3,3,4,3,1,0,0,0,0,3.272727273,3.333333333,.2,2.975524476,2.756410256,1.202564103
1349,34,1349,4,4,4,4,5,5,4,4,4,4,5,3,4,5,2,0,3,0,0,4.272727273,4,1,2.975524476,2.756410256,1.202564103
1350,34,1350,2,4,1,1,1,1,1,3,1,1,2,1,2,1,4,3,4,3,2,1.636363636,1.333333333,3.2,2.975524476,2.756410256,1.202564103
1351,34,1351,5,5,4,1,4,4,5,5,2,5,4,3,5,5,1,0,4,0,0,4,4.333333333,1,2.975524476,2.756410256,1.202564103
1352,34,1352,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,1,1,0,3,2.545454545,3,1.6,2.975524476,2.756410256,1.202564103
1353,34,1353,4,3,1,2,2,2,4,4,3,3,3,2,2,2,3,0,0,0,0,2.818181818,2,.6,2.975524476,2.756410256,1.202564103
1354,34,1354,4,4,4,4,4,4,3,4,4,4,4,3,3,3,1,0,0,0,0,3.909090909,3,.2,2.975524476,2.756410256,1.202564103
1355,34,1355,4,5,2,4,2,4,3,3,2,2,3,1,2,2,0,0,4,4,0,3.090909091,1.666666667,1.6,2.975524476,2.756410256,1.202564103
1356,34,1356,3,3,4,2,4,4,4,4,4,4,4,5,5,4,2,0,1,0,0,3.636363636,4.666666667,.6,2.975524476,2.756410256,1.202564103
1357,34,1357,4,3,3,3,4,4,3,4,3,3,3,4,2,4,2,0,2,4,1,3.363636364,3.333333333,1.8,2.975524476,2.756410256,1.202564103
1358,34,1358,3,4,3,1,4,4,4,3,3,3,2,2,1,2,2,0,3,0,0,3.090909091,1.666666667,1,2.975524476,2.756410256,1.202564103
1359,34,1359,1,4,4,2,3,3,2,3,3,3,3,3,3,4,4,3,0,0,3,2.818181818,3.333333333,2,2.975524476,2.756410256,1.202564103
1360,34,1360,4,4,4,4,4,4,3,3,3,3,3,2,2,2,0,0,0,1,0,3.545454545,2,.2,2.975524476,2.756410256,1.202564103
1361,34,1361,5,5,4,4,3,4,4,4,2,4,3,4,4,4,1,0,0,0,0,3.818181818,4,.2,2.975524476,2.756410256,1.202564103
1362,34,1362,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,0,0,0,3.090909091,3,0,2.975524476,2.756410256,1.202564103
1363,34,1363,3,4,4,4,3,4,3,4,3,3,4,2,3,3,1,1,0,0,1,3.545454545,2.666666667,.6,2.975524476,2.756410256,1.202564103
1364,34,1364,4,4,2,2,3,3,3,3,3,3,3,2,3,3,1,0,0,0,0,3,2.666666667,.2,2.975524476,2.756410256,1.202564103
1365,34,1365,4,4,1,1,1,4,1,2,2,2,1,1,2,2,4,3,4,4,3,2.090909091,1.666666667,3.6,2.975524476,2.756410256,1.202564103
1366,34,1366,4,4,4,4,4,4,3,2,4,4,4,1,3,2,3,0,3,3,0,3.727272727,2,1.8,2.975524476,2.756410256,1.202564103
1367,34,1367,4,5,4,4,3,4,4,4,4,4,4,3,4,2,2,1,1,1,0,4,3,1,2.975524476,2.756410256,1.202564103
1368,35,1368,4,4,1,3,1,4,3,2,3,2,3,4,4,4,4,3,1,0,4,2.727272727,4,2.4,2.843260188,3.034482759,1.024137931
1369,35,1369,3,2,3,3,3,3,3,4,3,3,3,3,5,5,0,0,0,0,0,3,4.333333333,0,2.843260188,3.034482759,1.024137931
1370,35,1370,4,4,2,4,3,3,3,3,3,3,3,4,3,4,1,0,0,0,0,3.181818182,3.666666667,.2,2.843260188,3.034482759,1.024137931
1371,35,1371,3,3,3,3,5,5,1,1,1,1,1,1,1,5,2,0,1,0,2,2.454545455,2.333333333,1,2.843260188,3.034482759,1.024137931
1372,35,1372,4,4,4,2,4,4,4,4,1,4,2,1,5,5,1,0,0,0,0,3.363636364,3.666666667,.2,2.843260188,3.034482759,1.024137931
1373,35,1373,2,5,1,1,2,5,1,5,1,5,2,1,2,3,2,0,0,0,0,2.727272727,2,.4,2.843260188,3.034482759,1.024137931
1374,35,1374,1,4,2,4,2,4,2,4,2,4,2,1,4,4,0,0,0,0,0,2.818181818,3,0,2.843260188,3.034482759,1.024137931
1375,35,1375,2,2,1,1,1,3,1,1,1,3,1,1,1,2,4,0,4,4,0,1.545454545,1.333333333,2.4,2.843260188,3.034482759,1.024137931
1376,35,1376,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,2.843260188,3.034482759,1.024137931
1377,35,1377,3,3,3,2,3,3,3,3,3,3,3,4,2,4,1,0,1,1,0,2.909090909,3.333333333,.6,2.843260188,3.034482759,1.024137931
1378,35,1378,2,3,3,4,3,3,4,4,4,4,3,2,3,4,0,1,3,3,2,3.363636364,3,1.8,2.843260188,3.034482759,1.024137931
1379,35,1379,2,2,2,1,2,1,2,3,1,2,2,4,1,3,1,0,1,0,2,1.818181818,2.666666667,.8,2.843260188,3.034482759,1.024137931
1380,35,1380,4,4,1,4,3,5,1,4,2,4,3,4,4,4,0,0,2,0,0,3.181818182,4,.4,2.843260188,3.034482759,1.024137931
1381,35,1381,1,1,1,4,2,3,1,1,1,3,3,1,3,3,4,0,3,3,1,1.909090909,2.333333333,2.2,2.843260188,3.034482759,1.024137931
1382,35,1382,4,4,2,2,2,2,1,1,1,1,2,1,3,3,0,0,0,0,0,2,2.333333333,0,2.843260188,3.034482759,1.024137931
1383,35,1383,1,4,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,1.545454545,1,.2,2.843260188,3.034482759,1.024137931
1384,35,1384,1,3,2,3,3,3,3,4,3,3,3,1,3,4,0,0,0,0,0,2.818181818,2.666666667,0,2.843260188,3.034482759,1.024137931
1385,35,1385,1,1,1,1,1,3,3,3,2,2,2,1,1,2,3,0,3,3,1,1.818181818,1.333333333,2,2.843260188,3.034482759,1.024137931
1386,35,1386,1,4,1,1,1,4,1,5,1,4,1,1,5,5,0,0,4,4,4,2.181818182,3.666666667,2.4,2.843260188,3.034482759,1.024137931
1387,35,1387,2,4,2,2,3,4,3,4,2,3,3,2,3,2,0,0,2,3,1,2.909090909,2.333333333,1.2,2.843260188,3.034482759,1.024137931
1388,35,1388,3,3,1,3,1,4,3,4,1,4,4,1,5,5,3,4,3,3,3,2.818181818,3.666666667,3.2,2.843260188,3.034482759,1.024137931
1389,35,1389,2,3,2,3,1,4,2,4,3,4,4,2,1,1,1,0,1,1,0,2.909090909,1.333333333,.6,2.843260188,3.034482759,1.024137931
1390,35,1390,2,2,1,1,2,2,2,2,1,2,1,4,4,4,3,0,0,0,0,1.636363636,4,.6,2.843260188,3.034482759,1.024137931
1391,35,1391,2,4,1,1,1,4,1,4,1,4,1,2,2,3,3,0,1,2,1,2.181818182,2.333333333,1.4,2.843260188,3.034482759,1.024137931
1392,35,1392,3,3,2,3,3,3,3,3,1,3,3,2,3,3,1,0,0,0,0,2.727272727,2.666666667,.2,2.843260188,3.034482759,1.024137931
1393,35,1393,4,2,4,4,3,3,4,4,4,2,4,4,4,2,0,0,0,0,0,3.454545455,3.333333333,0,2.843260188,3.034482759,1.024137931
1394,35,1394,2,2,2,3,3,3,3,3,3,4,3,1,3,3,2,1,1,2,1,2.818181818,2.333333333,1.4,2.843260188,3.034482759,1.024137931
1395,35,1395,2,2,1,4,3,3,3,3,2,1,2,1,3,3,1,0,3,3,0,2.363636364,2.333333333,1.4,2.843260188,3.034482759,1.024137931
1396,35,1396,3,4,4,3,3,3,4,4,4,4,4,1,3,5,4,1,4,4,2,3.636363636,3,3,2.843260188,3.034482759,1.024137931
1397,35,1397,3,3,4,4,3,3,2,2,3,3,3,1,1,2,4,4,4,4,2,3,1.333333333,3.6,2.843260188,3.034482759,1.024137931
1398,35,1398,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,3,3,.4,2.843260188,3.034482759,1.024137931
1399,35,1399,2,2,3,4,3,4,4,4,4,4,4,4,4,4,1,1,0,2,1,3.454545455,4,1,2.843260188,3.034482759,1.024137931
1400,35,1400,3,3,3,1,3,3,3,3,3,3,3,1,1,1,3,1,2,2,1,2.818181818,1,1.8,2.843260188,3.034482759,1.024137931
1401,35,1401,4,4,3,2,4,2,4,4,2,2,4,3,4,4,1,0,0,0,0,3.181818182,3.666666667,.2,2.843260188,3.034482759,1.024137931
1402,35,1402,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,2.843260188,3.034482759,1.024137931
1403,35,1403,2,2,1,1,2,2,2,2,1,2,3,1,1,2,3,0,0,0,0,1.818181818,1.333333333,.6,2.843260188,3.034482759,1.024137931
1404,35,1404,3,4,3,2,3,3,4,4,3,3,4,4,4,3,0,0,0,0,0,3.272727273,3.666666667,0,2.843260188,3.034482759,1.024137931
1405,35,1405,4,4,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,4.818181818,5,0,2.843260188,3.034482759,1.024137931
1406,35,1406,2,2,2,1,3,3,3,3,3,3,3,5,5,5,0,0,1,1,0,2.545454545,5,.4,2.843260188,3.034482759,1.024137931
1407,35,1407,3,3,2,4,2,3,2,3,2,2,3,2,2,2,1,0,0,0,0,2.636363636,2,.2,2.843260188,3.034482759,1.024137931
1408,35,1408,2,2,2,5,4,3,2,2,1,1,2,2,4,4,3,0,0,0,1,2.363636364,3.333333333,.8,2.843260188,3.034482759,1.024137931
1409,35,1409,4,5,3,3,3,4,1,5,3,4,4,2,4,2,1,0,4,2,0,3.545454545,2.666666667,1.4,2.843260188,3.034482759,1.024137931
1410,35,1410,4,5,4,3,4,5,3,4,2,4,2,4,4,4,1,0,3,0,0,3.636363636,4,.8,2.843260188,3.034482759,1.024137931
1411,35,1411,5,5,4,4,4,4,3,3,3,3,4,4,5,5,0,0,0,0,0,3.818181818,4.666666667,0,2.843260188,3.034482759,1.024137931
1412,35,1412,3,3,4,3,2,3,1,1,1,1,3,4,2,3,2,4,4,4,2,2.272727273,3,3.2,2.843260188,3.034482759,1.024137931
1413,35,1413,1,2,2,2,2,2,2,2,1,4,1,2,4,4,4,3,4,4,4,1.909090909,3.333333333,3.8,2.843260188,3.034482759,1.024137931
1414,35,1414,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,2.843260188,3.034482759,1.024137931
1415,35,1415,2,2,2,2,3,4,1,3,1,3,1,2,4,4,3,2,3,3,0,2.181818182,3.333333333,2.2,2.843260188,3.034482759,1.024137931
1416,35,1416,2,4,2,2,3,4,2,4,1,4,2,4,2,4,1,1,1,2,1,2.727272727,3.333333333,1.2,2.843260188,3.034482759,1.024137931
1417,35,1417,3,3,2,3,3,3,3,5,3,3,3,3,5,5,2,2,0,0,2,3.090909091,4.333333333,1.2,2.843260188,3.034482759,1.024137931
1418,35,1418,3,4,3,2,4,4,3,4,3,4,3,3,4,3,0,0,0,0,0,3.363636364,3.333333333,0,2.843260188,3.034482759,1.024137931
1419,35,1419,4,4,4,4,4,4,4,4,4,4,4,2,4,3,1,0,0,0,0,4,3,.2,2.843260188,3.034482759,1.024137931
1420,35,1420,4,4,4,3,4,4,3,4,3,3,4,4,4,4,1,0,0,0,0,3.636363636,4,.2,2.843260188,3.034482759,1.024137931
1421,35,1421,3,2,3,3,3,4,3,3,3,2,3,2,2,1,2,0,0,0,0,2.909090909,1.666666667,.4,2.843260188,3.034482759,1.024137931
1422,35,1422,4,4,4,4,4,4,4,4,2,3,3,3,4,4,2,0,0,0,0,3.636363636,3.666666667,.4,2.843260188,3.034482759,1.024137931
1423,35,1423,3,3,3,3,3,3,3,1,2,1,1,3,3,2,0,0,1,0,1,2.363636364,2.666666667,.4,2.843260188,3.034482759,1.024137931
1424,35,1424,3,3,3,2,3,3,4,4,2,2,3,4,4,4,1,0,3,3,3,2.909090909,4,2,2.843260188,3.034482759,1.024137931
1425,35,1425,3,3,2,4,3,3,2,5,3,5,2,3,4,4,4,3,4,4,0,3.181818182,3.666666667,3,2.843260188,3.034482759,1.024137931
1426,37,1426,4,5,2,4,3,4,4,4,4,4,4,1,4,4,0,0,0,0,0,3.818181818,3,0,3.318181818,2.933333333,.26
